标题,开发商,房子信息,发布信息,售价/万,单价
湖滨西街 壹号公馆精装出售 看房方便,壹号公馆(兴庆区) -中山公园,5室2厅 | 170平米 | 南 北 | 精装 | 高楼层(共4层)  | 板楼,6人关注 / 一年前发布,165,"9,706元/平"
华府万和城，配套齐全，出行方便....,华府万和城 -IBI商务中心,1室0厅 | 900.6平米 | 南 | 简装 | 高楼层(共10层)  | 板塔结合,5人关注 / 一年前发布,500,"5,552元/平"
南北通透、采光充足、精装修、3楼看房方便,前进街28号 -市医院,3室1厅 | 102.34平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 3个月以前发布,80,"7,818元/平"
瑞秀园出行方便接孩子上下学也方便。。。,瑞秀园 -中山公园,2室2厅 | 78平米 | 南 东 西 | 简装 | 高楼层(共6层)  | 板楼,1人关注 / 一年前发布,39,"5,000元/平"
此房满五年不唯一，旁边就是温州商城。,永兴家园 -新华街,4室2厅 | 128.57平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,2人关注 / 一年前发布,85.5,"6,651元/平"
高铁站小 福州街  中间层  户型方正  有钥匙随时看,紫馨苑 -金凤新华联广场,2室2厅 | 91.53平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 23天以前发布,64.5,"7,047元/平"
中山公园 2013年竣工 商品房社区 随时看 视野开阔,城市1号 -中山公园,3室2厅 | 159.8平米 | 南 北 | 毛坯 | 高楼层(共22层)  | 板楼,0人关注 / 2个月以前发布,206,"12,892元/平"
观景别墅公摊小 位置佳 采光充足,凯威观湖壹号 -北塔湖,6室4厅 | 660平米 | 南 北 | 精装 | 低楼层(共4层)  | 板楼,3人关注 / 5个月以前发布,1600,"24,243元/平"
急售，银基花都精装3居，交通便捷,银基花都 -兴庆区,3室2厅 | 144.74平米 | 南 北 | 精装 | 中楼层(共12层)  | 板楼,3人关注 / 7个月以前发布,113,"7,808元/平"
急售！急售！急售！中山公园旁 精装修 大四居,城市1号 -中山公园,4室2厅 | 194.72平米 | 南 北 | 精装 | 中楼层(共27层)  | 板楼,2人关注 / 6个月以前发布,300,"15,407元/平"
中楼层，采光充足，生活方便，交通便利配套设施齐全,团结小区 -市医院,3室2厅 | 101.18平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,4人关注 / 4个月以前发布,56,"5,535元/平"
新华联精装大平层 南北通透 观湖观景 没公摊 带车位,阅海湾新华联广场 -大阅城,4室2厅 | 163.46平米 | 南 北 | 精装 | 高楼层(共33层)  | 板塔结合,5人关注 / 一年前发布,196,"11,991元/平"
康乐巷4号院非顶层好房低价出售!,康乐巷4号院 -市医院,3室2厅 | 133.76平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 一年前发布,68,"5,084元/平"
前进小区 2室1厅 南,前进小区 -市医院,2室1厅 | 87.7平米 | 南 | 其他 | 中楼层(共6层)  | 板楼,0人关注 / 9个月以前发布,65,"7,412元/平"
湖滨花园 大四居  出行方便 看房方便,湖滨花园(兴庆区) -中山公园,4室2厅 | 140平米 | 南 北 | 简装 | 高楼层(共5层)  | 板楼,17人关注 / 一年前发布,79.5,"5,679元/平"
南园二村4-2-1-2 138.92m²,南园二村 -市医院,4室2厅 | 138.92平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,4人关注 / 一年前发布,76,"5,471元/平"
嘉屋苑南区5+6大平米框架复式着急出售！！,嘉屋苑 -市医院,4室2厅 | 159.54平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,7人关注 / 一年前发布,95,"5,955元/平"
实验小 学旁配套完善、采光充足、交通便利房屋出售。,实验小学家属楼 -市医院,2室2厅 | 93.64平米 | 南 北 | 简装 | 高楼层(共6层)  | 平房,3人关注 / 一年前发布,84,"8,971元/平"
悠悦城旁，七子连湖边，湖景精装别墅,绿地香树花城 -七子连湖,4室2厅 | 235平米 | 南 东 西 | 精装 | 低楼层(共3层)  | 板楼,2人关注 / 一年前发布,520,"22,128元/平"
新上 唐徕老街 电梯三居室 人车分流 无大税,领秀一居 -中山公园,3室2厅 | 174平米 | 南 北 | 精装 | 中楼层(共11层)  | 板楼,3人关注 / 9个月以前发布,170,"9,771元/平"
南北通透  良田新百商圈  交通便利,捷报家园 -良田,6室3厅 | 230平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,1人关注 / 7个月以前发布,100,"4,348元/平"
长城花园北区  顶楼    手续齐全,长城花园北区 -紫园,4室2厅 | 198.5平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,1人关注 / 一年前发布,130,"6,550元/平"
小区环境宜人，人文素养高，小区品质高。,清苑尚景南区 -新一中,6室2厅 | 352平米 | 南 | 其他 | 2层  | 板楼 | 联排别墅 ,1人关注 / 一年前发布,460,"13,069元/平"
环境优美  出行方便  采光充足  商圈成熟,仁义区 -新华街,3室2厅 | 104.06平米 | 南 | 其他 | 中楼层(共6层)  | 板楼,4人关注 / 一年前发布,70,"6,727元/平"
房子视野开阔，南北通透，配套齐全，交通便利,惠安里住宅楼 -中山公园,3室2厅 | 132平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,60,"4,546元/平"
仁义区 南北通透三居户型  中间楼层中等装修 业主诚售,仁义区 -新华街,3室2厅 | 98平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 一年前发布,72,"7,347元/平"
采光好，交通便利，环境优美，小区建设好,中都花园 -新华街,3室2厅 | 97.2平米 | 南 | 简装 | 高楼层(共7层)  | 板楼,13人关注 / 一年前发布,41.9,"4,311元/平"
北塔湖东侧景墨书香雅苑简装两居诚意出售,景墨家园书香雅苑 -北塔湖,2室1厅 | 77.43平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 21天以前发布,46,"5,941元/平"
正源南街独栋别墅，院子大，安静，,中海央墅 -七子连湖,6室2厅 | 880.04平米 | 南 北 | 精装 | 低楼层(共3层)  | 暂无数据,10人关注 / 一年前发布,2198,"24,977元/平"
此房满五唯一，南北通透格局，视野宽阔，采光充足。,体育小区 -中山公园,3室1厅 | 75.67平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 7个月以前发布,41,"5,419元/平"
精装修 大花园  带有私家车位 无大税,中海央墅 -七子连湖,8室2厅 | 512.78平米 | 南 北 | 精装 | 低楼层(共4层)  | 暂无数据,0人关注 / 3个月以前发布,875,"17,064元/平"
业主诚心出售，价格美丽，环境优美。,金侨华府 -六盘山路,4室2厅 | 191.65平米 | 南 北 | 简装 | 低楼层(共26层)  | 板楼,17人关注 / 一年前发布,101,"5,271元/平"
宝庆家园4-3-1-2 175.00m² 150 万，加装电梯,宝庆家园 -新一中,4室3厅 | 170.12平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,3人关注 / 一年前发布,110,"6,467元/平"
精装修可拎包入住，中间楼层，采光好，视野好，面积大,上前城家园住宅区 -六盘山路,4室2厅 | 130平米 | 南 北 | 精装 | 高楼层(共18层)  | 板塔结合,2人关注 / 7个月以前发布,81.8,"6,293元/平"
兴庆区牛赞别墅，带私人花园，空间大上下3层支持按揭,康桥水郡 -新一中,7室3厅 | 392.45平米 | 南 北 | 精装 | 低楼层(共2层)  | 暂无数据,2人关注 / 一年前发布,560,"14,270元/平"
75平两居室，适合年轻人居住，或普通俩口之家居住。,昊盛小区 -西门,2室2厅 | 74.61平米 | 北 南 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 一年前发布,30,"4,021元/平"
塞上骄子旁光华家园精装大5居南北通风上下两层可按揭,光华家园 -新一中,5室2厅 | 257平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,3人关注 / 一年前发布,143,"5,565元/平"
新华街共享春天好户型业主诚心出售！！！,共享春天 -市医院,3室2厅 | 140平米 | 南 北 | 精装 | 中楼层(共10层)  | 塔楼,2人关注 / 一年前发布,180,"12,858元/平"
金凤区城北 中房玺悦湾旁边 临悦家园 有钥匙随时看房,临阅家园 -未知商圈,2室1厅 | 89平米 | 南 | 毛坯 | 高楼层(共28层)  | 板楼,0人关注 / 15天以前发布,52,"5,843元/平"
丽景湖畔金秋园 中房物业 复式落地窗 带露台诚意出售,丽景湖畔·金秋园 -南门,5室2厅 | 201.67平米 | 南 北 | 简装 | 高楼层(共5层)  | 板楼,1人关注 / 4个月以前发布,120,"5,951元/平"
急售急售，大三居，非顶层，业主着急出售！,正丰花园 -新一中,3室2厅 | 129.2平米 | 南 北 | 简装 | 高楼层(共5层)  | 板楼,11人关注 / 一年前发布,77,"5,960元/平"
市医院旁精装修户型方正采光好双卧朝阳大三居,嘉屋苑 -市医院,3室2厅 | 130平米 | 南 | 精装 | 低楼层(共6层)  | 板楼,1人关注 / 一年前发布,78.5,"6,039元/平"
兴庆万达旁 宝庆家园 宝湖路上 05年框架房 环境优质,宝庆家园 -新一中,6室3厅 | 228.19平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,2人关注 / 一年前发布,110.8,"4,856元/平"
"此房南北通透视野开阔你，位置优越,",光耀上城 -新一中,5室3厅 | 165.6平米 | 南 北 | 精装 | 低楼层(共6层)  | 暂无数据,2人关注 / 一年前发布,185,"11,172元/平"
银子湖六区，看房方便，采光充足，交通便利,银子湖水都六区 -永宁县,2室1厅 | 84.5平米 | 南 北 | 毛坯 | 中楼层(共11层)  | 板楼,0人关注 / 15天以前发布,40,"4,734元/平"
优质好房 环境幽雅  采光充足,富宁小区 -市医院,2室2厅 | 75.5平米 | 南 | 简装 | 高楼层(共4层)  | 板楼,3人关注 / 一年前发布,37.2,"4,928元/平"
国际花园 雅致精装 电梯二楼 户型方正 四室二厅,国际花园 -北塔湖,4室2厅 | 185.6平米 | 南 北 | 精装 | 低楼层(共11层)  | 板楼,7人关注 / 8个月以前发布,119,"6,412元/平"
此房格局好，视野开阔，采光好。业主诚心出售,春曉園 -中山公园,3室2厅 | 106.8平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 一年前发布,58,"5,431元/平"
湖滨花园电梯房，三室两厅132平米,湖滨花园(兴庆区) -中山公园,3室2厅 | 132平米 | 南 北 | 精装 | 中楼层(共5层)  | 板楼,3人关注 / 一年前发布,137.1,"10,387元/平"
此房楼层好，采光充足，视野宽阔，可用于办公,中房朝阳大厦 -中山公园,20室0厅 | 556平米 | 东 西 | 简装 | 中楼层(共10层)  | 塔楼,0人关注 / 一年前发布,328,"5,900元/平"
"文艺巷，4楼，精装修，3室,中山公园",文艺社区 -中山公园,3室2厅 | 122平米 | 南 北 | 精装 | 高楼层(共4层)  | 板楼,4人关注 / 一年前发布,115,"9,427元/平"
无大税 唐徕 新上 电梯 三居 看房方便,领秀一居 -中山公园,3室2厅 | 147平米 | 南 北 | 精装 | 高楼层(共11层)  | 板楼,3人关注 / 7个月以前发布,131,"8,912元/平"
惠安里住宅，中山公园旁边，出行方便,惠安里住宅楼 -中山公园,3室2厅 | 124.24平米 | 南 北 | 简装 | 高楼层(共5层)  | 暂无数据,0人关注 / 4个月以前发布,68,"5,474元/平"
湖滨东街三室两厅精装修电梯房南北通透采光足看房方便,湖滨花园(兴庆区) -中山公园,3室2厅 | 137.4平米 | 南 北 | 精装 | 中楼层(共5层)  | 板楼,1人关注 / 7个月以前发布,118,"8,589元/平"
（急售）如意苑 电梯房 精装三居室 满五,如意苑一区 -中山公园,3室2厅 | 125.61平米 | 南 | 简装 | 高楼层(共11层)  | 板楼,6人关注 / 一年前发布,113,"8,997元/平"
中山公园 别墅 四居室 三层  精装,文艺巷6号 -中山公园,4室2厅 | 230平米 | 南 北 | 简装 | 低楼层(共1层)  | 板塔结合,50人关注 / 一年前发布,219,"9,522元/平"
房子采光好，出入方便，交通便利,教育北巷11号 -中山公园,3室2厅 | 93平米 | 东 西 | 简装 | 高楼层(共6层)  | 板塔结合,0人关注 / 2个月以前发布,60,"6,452元/平"
中山 公园   低楼层 三居室 无大税 看房方便,领秀一居 -中山公园,3室2厅 | 141平米 | 南 北 | 精装 | 低楼层(共11层)  | 板楼,5人关注 / 5个月以前发布,128,"9,079元/平"
东方嘉苑四楼，两室两厅精装修未住人看房方便,东方嘉苑 -贺兰县,2室2厅 | 87.5平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 16天以前发布,46.8,"5,349元/平"
宁夏宾馆小区，2楼，中山公园。,宁夏宾馆小区 -中山公园,3室2厅 | 90.68平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 一年前发布,79,"8,712元/平"
园林局家属院好房出售，业主诚心出售,园林局家属院 -中山公园,2室2厅 | 84.1平米 | 南 | 精装 | 高楼层(共6层)  | 板塔结合,7人关注 / 一年前发布,36.8,"4,376元/平"
叠翠园精装复式  保持干净  无大税,叠翠园 -西夏区怀远路,4室3厅 | 200平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,16人关注 / 一年前发布,107,"5,350元/平"
位置优越，环境优美，交通便利，出行方便,丽都花园 -中山公园,6室4厅 | 279.6平米 | 南 北 | 毛坯 | 高楼层(共12层)  | 板楼,9人关注 / 一年前发布,158.8,"5,680元/平"
好房出售！看房可以提前联系哦！,如意苑一区 -中山公园,3室1厅 | 126.87平米 | 南 | 简装 | 中楼层(共11层)  | 板楼,4人关注 / 一年前发布,108.8,"8,576元/平"
春晓园小区，成熟社区小区，环境优美。,春曉園 -中山公园,4室2厅 | 140平米 | 南 北 | 精装 | 高楼层(共7层)  | 板楼,1人关注 / 9个月以前发布,85.8,"6,129元/平"
中山公园银湖巷别墅191平米有院子,银湖小区 -中山公园,5室2厅 | 191.16平米 | 南 北 | 精装 | 2层  | 板楼 | 联排别墅 ,10人关注 / 一年前发布,266,"13,916元/平"
简单装修，看房方便，教育资源丰富      。。,隆湖小区 -中山公园,3室1厅 | 84.5平米 | 东 西 | 简装 | 高楼层(共6层)  | 板楼,3人关注 / 一年前发布,62,"7,338元/平"
此房满五年，高楼层采光无遮挡 ，房主着急出售,银基花园 -中山公园,3室2厅 | 154平米 | 南 北 | 简装 | 低楼层(共4层)  | 板楼,3人关注 / 11个月以前发布,138,"8,962元/平"
金凤区北京路旁步梯两居室，满五唯一无大税,凤园 -金凤新华联广场,2室1厅 | 70平米 | 东 西 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 14天以前发布,31,"4,429元/平"
裕隆小区，此房采光充足，满五无大税，业主诚心出售,裕隆小区 -中山公园,3室2厅 | 81.45平米 | 东 西 | 简装 | 高楼层(共6层)  | 板楼,1人关注 / 一年前发布,34,"4,175元/平"
鼓楼尚街银基花园 精装三楼，交通生活便利，看房方便,银基花园 -中山公园,3室2厅 | 143.2平米 | 南 | 精装 | 低楼层(共9层)  | 暂无数据,5人关注 / 一年前发布,126,"8,799元/平"
房子南北通透 采光无遮挡 诚信出售,兴庆区体育巷 -中山公园,3室2厅 | 111.1平米 | 南 北 | 简装 | 中楼层(共5层)  | 塔楼,0人关注 / 5个月以前发布,97,"8,731元/平"
中山公园旁，新华商圈，就医方便，配套成熟,如意苑一区 -中山公园,3室2厅 | 144.31平米 | 南 北 | 简装 | 高楼层(共11层)  | 板楼,0人关注 / 5个月以前发布,137.5,"9,529元/平"
西边中山公园，南边小吃街，步行街，三医院，二幼,和平新村 -中山公园,3室2厅 | 74.8平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,1人关注 / 8个月以前发布,33,"4,412元/平"
湖滨西街 简单装修 采光充足 东西通透,湖滨西街 -中山公园,3室2厅 | 98平米 | 东 西 | 简装 | 高楼层(共5层)  | 暂无数据,1人关注 / 一年前发布,68.8,"7,021元/平"
满五年唯一，中间楼层，南北 通风效果好.,立新小区 -中山公园,2室2厅 | 78平米 | 南 北 | 其他 | 中楼层(共5层)  | 板楼,1人关注 / 8个月以前发布,78,"10,000元/平"
宏基花园 精装修 不临不把 养老婚房,宏基花园 -贺兰县,6室2厅 | 297平米 | 南 北 | 精装 | 3层  | 板楼,2人关注 / 5个月以前发布,200,"6,735元/平"
此房不满二，房证再手，无抵押 ，采光好无遮挡，看房.,宁夏石油公司家属院 -中山公园,3室2厅 | 84.91平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,2人关注 / 一年前发布,47,"5,536元/平"
兴庆区湖滨花园 安家舒适的选择,湖滨花园(兴庆区) -中山公园,3室2厅 | 130平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,14人关注 / 一年前发布,94,"7,231元/平"
小区环境好，安全好小区是人车分流,湖滨小区 -中山公园,3室1厅 | 75平米 | 南 北 | 其他 | 中楼层(共6层)  | 板楼,0人关注 / 一年前发布,69,"9,200元/平"
配套成熟 采光充足 满五唯一 地段好,水雲軒 -西门,3室2厅 | 119.83平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 6个月以前发布,73,"6,092元/平"
春晓园小区，成熟社区小区，环境优美。,春曉園 -中山公园,4室2厅 | 140平米 | 南 北 | 精装 | 高楼层(共7层)  | 板楼,1人关注 / 9个月以前发布,85.8,"6,129元/平"
采光充足，交通便利，楼层好，无大税,丽都花园 -中山公园,4室1厅 | 175.36平米 | 南 北 | 精装 | 高楼层(共12层)  | 板楼,2人关注 / 7个月以前发布,135,"7,699元/平"
房子视野充足，采光好，楼层居中，生活方便。,春曉園 -中山公园,3室2厅 | 131平米 | 南 北 | 精装 | 中楼层(共7层)  | 暂无数据,2人关注 / 10个月以前发布,89,"6,794元/平"
此房南北通透，3居室，保持的很干净，拎包入住,宁祥园(兴庆区) -中山公园,3室2厅 | 101.87平米 | 南 北 | 简装 | 高楼层(共5层)  | 板楼,5人关注 / 7个月以前发布,106,"10,406元/平"
